name,ticker,url,cmp,market_cap,latest_quarter,prev_quarter,is_target,promoter_prev,promoter_latest,promoter_change,fii_prev,fii_latest,fii_change,dii_prev,dii_latest,dii_change,government_prev,government_latest,government_change,public_prev,public_latest,public_change,shareholders_prev,shareholders_latest,shareholders_change
Navneet Educat.,NAVNETEDUL,/company/NAVNETEDUL/consolidated/,123.12,2723.58,Jun 2026,Mar 2026,,63.29,63.29,0.0,3.11,3.2,0.09,13.03,13.57,0.54,,,,20.58,19.94,-0.64,39807.0,39641.0,-166.0
Divgi Torq,DIVGIITTS,/company/DIVGIITTS/,1118.90,3421.92,Jun 2026,Mar 2026,,60.56,60.56,0.0,1.97,1.86,-0.11,25.97,26.16,0.19,,,,11.5,11.42,-0.08,18093.0,17929.0,-164.0
Dynamatic Tech.,DYNAMATECH,/company/DYNAMATECH/consolidated/,12516.00,8500.17,Jun 2026,Mar 2026,,41.5,41.5,0.0,10.13,10.26,0.13,15.63,15.86,0.23,,,,32.76,32.38,-0.38,26206.0,25288.0,-918.0
ICICI Pru Life,ICICIPRULI,/company/ICICIPRULI/consolidated/,486.65,70623.58,Jun 2026,Mar 2026,,72.8,72.73,-0.07,10.89,10.22,-0.67,11.05,11.81,0.76,,,,5.23,5.22,-0.01,327841.0,319872.0,-7969.0
UPL,UPL,/company/UPL/consolidated/,559.90,47250.24,Jun 2026,Mar 2026,,33.5,33.5,0.0,41.78,42.39,0.61,14.63,14.32,-0.31,0.02,0.02,0.0,10.05,9.77,-0.28,276989.0,272868.0,-4121.0
Repco Home Fin,REPCOHOME,/company/REPCOHOME/consolidated/,357.25,2235.00,Jun 2026,Mar 2026,,37.13,37.13,0.0,13.37,12.36,-1.01,24.27,26.08,1.81,,,,25.21,24.42,-0.79,51135.0,49320.0,-1815.0
Ultramarine Pig.,ULTRAMAR,/company/ULTRAMAR/,423.90,1237.79,Jun 2026,Mar 2026,,40.5,40.49,-0.01,1.24,1.42,0.18,0.68,0.64,-0.04,,,,57.59,57.45,-0.14,18689.0,18494.0,-195.0
CreditAcc. Gram.,CREDITACC,/company/CREDITACC/,1357.90,21792.19,Jun 2026,Mar 2026,,66.24,66.21,-0.03,12.94,13.48,0.54,12.59,12.67,0.08,,,,8.23,7.64,-0.59,83884.0,79071.0,-4813.0
5paisa Capital,5PAISA,/company/5PAISA/consolidated/,315.30,1478.20,Jun 2026,Mar 2026,,32.76,36.5,3.74,12.41,15.11,2.7,0.01,0.0,-0.01,,,,54.8,48.38,-6.42,52243.0,50145.0,-2098.0
Welspun Special.,WELSPLSOL,/company/WELSPLSOL/,53.06,3515.82,Jun 2026,Mar 2026,,55.17,55.17,0.0,1.3,1.3,0.0,0.0,0.05,0.05,,,,43.53,43.48,-0.05,97199.0,98294.0,1095.0
Sasken Technol.,SASKEN,/company/SASKEN/consolidated/,1755.60,2667.02,Jun 2026,Mar 2026,,42.95,42.94,-0.01,18.54,19.11,0.57,1.05,1.39,0.34,0.05,0.05,0.0,37.4,36.49,-0.91,24143.0,26777.0,2634.0
Cyient DLM,CYIENTDLM,/company/CYIENTDLM/consolidated/,917.20,7281.04,Jun 2026,Mar 2026,,52.12,52.11,-0.01,0.79,0.24,-0.55,26.67,29.19,2.52,,,,20.4,18.45,-1.95,104644.0,98926.0,-5718.0
Trident,TRIDENT,/company/TRIDENT/consolidated/,22.93,11685.03,Jun 2026,Mar 2026,,73.68,73.68,0.0,3.07,3.18,0.11,0.22,0.25,0.03,,,,23.03,22.89,-0.14,2003394.0,1968758.0,-34636.0
Birla Corpn.,BIRLACORPN,/company/BIRLACORPN/consolidated/,817.60,6296.34,Jun 2026,Mar 2026,,62.9,62.9,0.0,6.26,6.13,-0.13,16.72,16.97,0.25,,,,14.12,14.0,-0.12,93942.0,88705.0,-5237.0
Munjal Auto Inds,MUNJALAU,/company/MUNJALAU/consolidated/,104.80,1048.00,Jun 2026,Mar 2026,,74.81,74.81,0.0,0.0,0.06,0.06,0.03,0.03,0.0,,,,25.17,25.1,-0.07,47111.0,46301.0,-810.0
Chola Financial,CHOLAHLDNG,/company/CHOLAHLDNG/consolidated/,1459.60,27408.00,Jun 2026,Mar 2026,,46.38,46.44,0.06,13.81,13.0,-0.81,26.09,26.89,0.8,0.46,0.46,0.0,13.26,13.21,-0.05,47752.0,44121.0,-3631.0
Cholaman.Inv.&Fn,CHOLAFIN,/company/CHOLAFIN/consolidated/,1759.10,150281.78,Jun 2026,Mar 2026,,49.25,49.23,-0.02,24.87,24.46,-0.41,19.91,20.62,0.71,,,,5.95,5.7,-0.25,160428.0,151219.0,-9209.0
Media Matrix,MMWL,/company/MMWL/consolidated/,13.29,1505.41,Jun 2026,Mar 2026,,59.41,59.41,0.0,0.0,0.01,0.01,,,,,,,40.58,40.57,-0.01,22479.0,22772.0,293.0
Power Fin.Corpn.,PFC,/company/PFC/consolidated/,345.80,114117.52,Jun 2026,Mar 2026,,55.99,55.99,0.0,19.64,20.54,0.9,15.05,14.5,-0.55,,,,9.32,8.96,-0.36,1054196.0,1004992.0,-49204.0
REC Ltd,RECLTD,/company/RECLTD/consolidated/,307.10,80866.31,Jun 2026,Mar 2026,,52.63,52.63,0.0,15.79,15.76,-0.03,16.36,16.98,0.62,0.05,0.05,0.0,15.17,14.57,-0.6,1208647.0,1175194.0,-33453.0
Jindal Steel,JINDALSTEL,/company/JINDALSTEL/consolidated/,1141.00,116392.05,Jun 2026,Mar 2026,,62.71,62.71,0.0,9.19,8.84,-0.35,19.14,19.52,0.38,,,,8.73,8.73,0.0,271333.0,276544.0,5211.0
MSP Steel & Pow.,MSPL,/company/MSPL/consolidated/,33.39,1892.53,Jun 2026,Mar 2026,,40.22,45.12,4.9,0.12,1.18,1.06,16.81,15.78,-1.03,,,,42.86,37.92,-4.94,56983.0,55388.0,-1595.0
Star Health Insu,STARHEALTH,/company/STARHEALTH/,544.60,32056.44,Jun 2026,Mar 2026,,57.98,58.01,0.03,15.06,16.04,0.98,20.31,19.41,-0.9,,,,6.66,6.55,-0.11,179067.0,168763.0,-10304.0
GAIL (India),GAIL,/company/GAIL/consolidated/,171.84,112986.51,Jun 2026,Mar 2026,,51.88,51.79,-0.09,13.04,15.0,1.96,20.5,19.09,-1.41,7.61,7.59,-0.02,6.98,6.52,-0.46,1617716.0,1566827.0,-50889.0
Virtuoso Optoel.,VOEPL,/company/VOEPL/,493.05,1688.75,Aug 2026,Jun 2026,,49.74,46.22,-3.52,11.29,17.66,6.37,0.79,1.03,0.24,,,,38.19,35.1,-3.09,4261.0,5945.0,1684.0
Adani Energy Sol,ADANIENSOL,/company/ADANIENSOL/consolidated/,1381.70,168975.62,Jul 2026,Jun 2026,,74.71,73.39,-1.32,10.14,10.31,0.17,11.77,13.05,1.28,,,,3.39,3.26,-0.13,385315.0,376377.0,-8938.0
Avantel,AVANTEL,/company/AVANTEL/consolidated/,146.71,3899.20,Jun 2026,Mar 2026,,37.04,37.04,0.0,0.55,1.54,0.99,0.92,1.14,0.22,,,,61.48,60.28,-1.2,197774.0,189918.0,-7856.0
JTL Industries,JTLIND,/company/JTLIND/consolidated/,89.21,3408.19,Jun 2026,Mar 2026,,49.26,49.26,0.0,3.4,4.84,1.44,0.0,0.14,0.14,,,,47.34,45.75,-1.59,82504.0,85849.0,3345.0
Krishna Institu.,KIMS,/company/KIMS/consolidated/,789.80,33172.11,Jun 2026,Mar 2026,,34.11,32.49,-1.62,14.57,14.75,0.18,32.5,34.42,1.92,,,,18.82,18.32,-0.5,93333.0,94730.0,1397.0
Hubtown,HUBTOWN,/company/HUBTOWN/consolidated/,175.61,2495.43,Jun 2026,Mar 2026,,32.83,33.17,0.34,1.4,1.48,0.08,0.21,0.2,-0.01,,,,65.56,65.14,-0.42,33419.0,33699.0,280.0
Ashika Global Securities.,ASHIKAG,/company/ASHIKAG/consolidated/,397.05,2935.21,Jun 2026,Mar 2026,,58.0,74.32,16.32,0.73,1.45,0.72,0.73,0.44,-0.29,,,,40.55,23.8,-16.75,4341.0,4572.0,231.0
PNB Housing,PNBHOUSING,/company/PNBHOUSING/,1125.60,29356.09,Jun 2026,Mar 2026,,28.04,28.03,-0.01,16.6,16.81,0.21,44.07,45.71,1.64,0.02,0.02,0.0,11.28,9.42,-1.86,192512.0,171742.0,-20770.0
Apeejay Surrend.,PARKHOTELS,/company/PARKHOTELS/consolidated/,107.75,2299.11,Jun 2026,Mar 2026,,68.21,68.21,0.0,4.0,4.07,0.07,8.53,8.81,0.28,,,,19.25,18.91,-0.34,51406.0,50557.0,-849.0
Wonder Electric.,WEL,/company/WEL/,80.40,1077.42,Jun 2026,Mar 2026,,71.79,71.79,0.0,9.98,10.98,1.0,0.0,0.0,0.0,,,,18.24,17.24,-1.0,9850.0,14303.0,4453.0
A.K.Capital Serv,AKCAPIT,/company/AKCAPIT/consolidated/,1766.80,1166.09,Jun 2026,Mar 2026,,72.16,72.24,0.08,,,,0.0,0.11,0.11,,,,27.84,27.65,-0.19,2946.0,2825.0,-121.0
SG Finserve,SGFIN,/company/SGFIN/,624.60,4115.80,Jun 2026,Mar 2026,,52.92,56.95,4.03,0.26,0.54,0.28,3.28,2.18,-1.1,,,,43.54,40.34,-3.2,26403.0,28150.0,1747.0
Muthoot Microfin,MUTHOOTMF,/company/MUTHOOTMF/,188.32,3210.71,Jun 2026,Mar 2026,,55.47,55.47,0.0,22.81,23.11,0.3,3.51,3.38,-0.13,,,,16.61,16.45,-0.16,140500.0,136798.0,-3702.0
Balrampur Chini,BALRAMCHIN,/company/BALRAMCHIN/consolidated/,661.05,13987.65,Jun 2026,Mar 2026,,42.86,42.86,0.0,10.43,9.33,-1.1,27.67,29.09,1.42,,,,19.03,18.71,-0.32,186610.0,187662.0,1052.0
Orient Tech.,ORIENTTECH,/company/ORIENTTECH/,235.08,1076.81,Jun 2026,Mar 2026,,70.66,70.66,0.0,0.03,0.06,0.03,0.0,0.0,0.0,,,,29.31,29.29,-0.02,93232.0,89329.0,-3903.0
Tata Consumer,TATACONSUM,/company/TATACONSUM/consolidated/,984.10,97395.39,Jun 2026,Mar 2026,,33.83,33.83,0.0,20.79,20.08,-0.71,24.18,24.99,0.81,0.01,0.02,0.01,21.16,21.06,-0.1,804698.0,790683.0,-14015.0
Confidence Petro,CONFIPET,/company/CONFIPET/consolidated/,86.76,2882.52,Jun 2026,Mar 2026,,55.89,57.38,1.49,0.48,0.81,0.33,0.01,0.19,0.18,,,,43.63,41.62,-2.01,110008.0,100789.0,-9219.0
Rico Auto Inds,RICOAUTO,/company/RICOAUTO/consolidated/,128.14,1733.73,Jun 2026,Mar 2026,,50.33,50.33,0.0,2.14,3.58,1.44,0.09,0.24,0.15,,,,47.43,45.84,-1.59,107428.0,100407.0,-7021.0
B H E L,BHEL,/company/BHEL/consolidated/,425.80,148266.26,Jun 2026,Mar 2026,,58.17,58.17,0.0,7.23,9.52,2.29,23.93,22.35,-1.58,0.06,0.07,0.01,10.63,9.88,-0.75,1755262.0,1628020.0,-127242.0
HDB FINANC SER,HDBFS,/company/HDBFS/,674.55,56041.24,Jun 2026,Mar 2026,,74.12,74.12,0.0,3.01,3.55,0.54,12.29,12.1,-0.19,,,,10.35,10.0,-0.35,961497.0,925474.0,-36023.0
Fedbank Financi.,FEDFINA,/company/FEDFINA/,152.14,5707.41,Jun 2026,Mar 2026,,60.79,60.67,-0.12,0.66,9.3,8.64,18.82,10.89,-7.93,,,,19.73,19.13,-0.6,121385.0,116070.0,-5315.0
Jubilant Pharmo,JUBLPHARMA,/company/JUBLPHARMA/consolidated/,1070.85,17058.64,Jun 2026,Mar 2026,,47.67,47.67,0.0,15.9,15.87,-0.03,11.63,12.4,0.77,,,,24.25,23.5,-0.75,86347.0,82703.0,-3644.0
Birla Cable,BIRLACABLE,/company/BIRLACABLE/,375.25,1125.75,Jun 2026,Mar 2026,,66.35,66.35,0.0,0.0,0.02,0.02,0.01,0.01,0.0,,,,33.64,33.62,-0.02,47691.0,48220.0,529.0
NTPC,NTPC,/company/NTPC/consolidated/,327.80,317856.72,Jun 2026,Mar 2026,,51.1,51.1,0.0,16.54,16.3,-0.24,29.13,29.44,0.31,0.12,0.0,-0.12,3.1,3.14,0.04,3300179.0,3201112.0,-99067.0
ACME Solar Hold.,ACMESOLAR,/company/ACMESOLAR/consolidated/,458.65,32420.79,Jun 2026,Mar 2026,,83.29,71.4,-11.89,3.6,4.39,0.79,7.05,19.1,12.05,,,,5.96,4.92,-1.04,164635.0,143209.0,-21426.0
Samhi Hotels,SAMHI,/company/SAMHI/consolidated/,159.52,3547.08,Jun 2026,Mar 2026,,,,,44.28,44.62,0.34,16.39,17.35,0.96,,,,39.32,38.03,-1.29,88889.0,83908.0,-4981.0
Leela Palaces Hotels,THELEELA,/company/THELEELA/consolidated/,537.05,17935.21,Jun 2026,Mar 2026,,75.91,75.91,0.0,8.62,7.87,-0.75,10.51,11.51,1.0,,,,4.96,4.71,-0.25,51427.0,56090.0,4663.0
Aditya Birla Cap,ABCAPITAL,/company/ABCAPITAL/consolidated/,397.00,108687.76,Jun 2026,Mar 2026,,68.51,68.81,0.3,7.01,7.94,0.93,13.71,13.36,-0.35,0.12,0.11,-0.01,10.64,9.77,-0.87,522128.0,513052.0,-9076.0
Indian Renewable,IREDA,/company/IREDA/,110.25,30971.77,Jun 2026,Mar 2026,,71.76,71.76,0.0,2.14,2.48,0.34,2.44,2.39,-0.05,,,,23.65,23.35,-0.3,2519677.0,2465916.0,-53761.0
MIC Electronics,MICEL,/company/MICEL/consolidated/,34.03,1013.70,Sep 2026,Jun 2026,,51.58,41.73,-9.85,5.58,20.36,14.78,,,,,,,42.84,37.92,-4.92,219167.0,214987.0,-4180.0
MMTC,MMTC,/company/MMTC/consolidated/,59.67,8950.50,Jun 2026,Mar 2026,,89.93,89.93,0.0,0.13,0.16,0.03,1.77,1.78,0.01,,,,8.18,8.15,-0.03,365864.0,355989.0,-9875.0
LIC Housing Fin.,LICHSGFIN,/company/LICHSGFIN/consolidated/,565.00,31078.56,Jun 2026,Mar 2026,,45.24,45.24,0.0,21.39,21.47,0.08,20.89,21.02,0.13,,,,12.49,12.27,-0.22,347941.0,337873.0,-10068.0
PTC Industries,PTCIL,/company/PTCIL/consolidated/,22130.00,33178.51,Jun 2026,Mar 2026,,59.72,59.72,0.0,3.95,3.95,0.0,9.21,9.35,0.14,,,,27.12,26.98,-0.14,23581.0,26540.0,2959.0
Tata Capital,TATACAP,/company/TATACAP/consolidated/,341.10,144792.48,Jun 2026,Mar 2026,,85.41,85.41,0.0,4.88,5.17,0.29,3.6,3.57,-0.03,,,,5.43,5.19,-0.24,1269833.0,1211911.0,-57922.0
Exide Inds.,EXIDEIND,/company/EXIDEIND/consolidated/,429.70,36524.50,Jun 2026,Mar 2026,,45.99,45.99,0.0,10.3,10.62,0.32,19.12,19.3,0.18,,,,24.59,24.08,-0.51,1203117.0,1168806.0,-34311.0
Andhra Sugars,ANDHRSUGAR,/company/ANDHRSUGAR/consolidated/,95.35,1292.33,Jun 2026,Mar 2026,,50.49,50.49,0.0,2.53,2.86,0.33,0.0,0.0,0.0,,,,46.97,46.64,-0.33,52819.0,51307.0,-1512.0
Yasho Industries,YASHO,/company/YASHO/,3959.40,4773.89,Jun 2026,Mar 2026,,67.91,67.91,0.0,5.7,5.74,0.04,1.97,2.21,0.24,,,,24.42,24.14,-0.28,23730.0,22695.0,-1035.0
L&T Finance Ltd,LTF,/company/LTF/consolidated/,304.90,76418.69,Jun 2026,Mar 2026,,65.99,65.96,-0.03,7.64,7.71,0.07,14.91,14.9,-0.01,,,,11.48,11.45,-0.03,748865.0,732902.0,-15963.0
HEG Advanced Materials,HEGAM,/company/HEGAM/consolidated/,232.90,4494.45,Sep 2026,Jun 2026,,56.27,60.72,4.45,8.47,5.29,-3.18,9.27,12.77,3.5,,,,25.97,21.21,-4.76,139601.0,134276.0,-5325.0
Renaiss. Global,RGL,/company/RGL/consolidated/,156.78,1683.94,Jun 2026,Mar 2026,,61.7,61.95,0.25,2.02,4.15,2.13,0.0,0.14,0.14,,,,36.28,33.76,-2.52,25824.0,23555.0,-2269.0
Health.Global,HCG,/company/HCG/consolidated/,713.10,10646.74,Jun 2026,Mar 2026,,64.21,64.21,0.0,2.76,2.73,-0.03,18.91,19.2,0.29,,,,14.15,13.86,-0.29,47649.0,48905.0,1256.0
Rain Industries,RAIN,/company/RAIN/consolidated/,219.54,7384.23,Jun 2026,Mar 2026,,41.35,41.35,0.0,8.06,8.02,-0.04,2.15,2.67,0.52,0.34,0.34,0.0,48.1,47.62,-0.48,195180.0,192433.0,-2747.0
Manappuram Fin.,MANAPPURAM,/company/MANAPPURAM/consolidated/,319.30,29993.00,Jun 2026,Mar 2026,,31.77,41.66,9.89,23.23,22.3,-0.93,12.96,14.85,1.89,,,,32.03,21.2,-10.83,554109.0,526798.0,-27311.0
Indo Count Inds.,ICIL,/company/ICIL/consolidated/,448.90,8890.66,Jun 2026,Mar 2026,,58.74,58.74,0.0,9.86,10.14,0.28,5.72,5.82,0.1,,,,25.66,25.3,-0.36,77258.0,75948.0,-1310.0
Godrej Industrie,GODREJIND,/company/GODREJIND/consolidated/,1099.60,37040.14,Jun 2026,Mar 2026,,74.63,74.64,0.01,4.47,4.56,0.09,3.47,3.47,0.0,,,,17.43,17.32,-0.11,84014.0,84502.0,488.0
Electronics Mart,EMIL,/company/EMIL/consolidated/,192.61,7410.65,Jun 2026,Mar 2026,,65.17,65.17,0.0,5.19,4.77,-0.42,20.08,20.89,0.81,,,,9.56,9.16,-0.4,109259.0,104678.0,-4581.0
JSW Energy,JSWENERGY,/company/JSWENERGY/consolidated/,518.00,94974.41,Jun 2026,Mar 2026,,69.41,66.53,-2.88,9.74,11.41,1.67,14.29,16.16,1.87,0.03,0.03,0.0,6.44,5.82,-0.62,565674.0,555401.0,-10273.0
Vindhya Telelink,VINDHYATEL,/company/VINDHYATEL/consolidated/,2865.40,3395.50,Jun 2026,Mar 2026,,43.55,43.55,0.0,1.33,1.4,0.07,8.26,8.31,0.05,,,,46.89,46.76,-0.13,23496.0,22396.0,-1100.0
Tega Inds.,TEGA,/company/TEGA/consolidated/,2069.00,15543.92,Jun 2026,Mar 2026,,67.51,67.51,0.0,2.14,2.8,0.66,18.97,18.68,-0.29,,,,11.38,11.02,-0.36,53867.0,53397.0,-470.0
Lenskart Solut.,LENSKART,/company/LENSKART/consolidated/,691.45,120264.32,Jun 2026,Mar 2026,,17.55,17.53,-0.02,4.26,12.76,8.5,15.48,23.56,8.08,,,,62.3,45.73,-16.57,111973.0,135967.0,23994.0
TTK Healthcare,TTKHLTCARE,/company/TTKHLTCARE/,1050.20,1483.97,Jun 2026,Mar 2026,,74.57,74.57,0.0,1.9,1.86,-0.04,1.11,2.19,1.08,,,,22.43,21.39,-1.04,23686.0,22809.0,-877.0
S A I L,SAIL,/company/SAIL/consolidated/,174.01,71875.27,Jun 2026,Mar 2026,,65.0,65.0,0.0,5.01,7.09,2.08,18.4,16.87,-1.53,,,,11.58,11.05,-0.53,1572361.0,1509426.0,-62935.0
Abans Financial,AFSL,/company/AFSL/consolidated/,201.00,1029.42,Jun 2026,Mar 2026,,71.36,71.11,-0.25,19.02,20.71,1.69,0.0,0.0,0.0,,,,9.61,8.18,-1.43,14635.0,14110.0,-525.0
PSP Projects,PSPPROJECT,/company/PSPPROJECT/consolidated/,828.70,3285.12,Jun 2026,Mar 2026,,68.82,68.82,0.0,1.91,2.1,0.19,2.18,2.91,0.73,,,,27.08,26.18,-0.9,34179.0,32640.0,-1539.0
PCBL Chemical,PCBL,/company/PCBL/consolidated/,347.75,13682.66,Jun 2026,Mar 2026,,53.38,53.38,0.0,5.56,5.79,0.23,10.99,11.26,0.27,1.19,1.19,0.0,28.9,28.37,-0.53,284488.0,275244.0,-9244.0
Ujjivan Small,UJJIVANSFB,/company/UJJIVANSFB/,64.74,12614.85,Jun 2026,Mar 2026,,0.0,0.0,0.0,17.23,16.81,-0.42,31.12,33.45,2.33,,,,51.65,49.73,-1.92,787997.0,767649.0,-20348.0
AvenuesAI,CCAVENUE,/company/CCAVENUE/consolidated/,16.11,5619.81,Jun 2026,Mar 2026,,27.29,27.29,0.0,5.74,5.93,0.19,0.21,0.17,-0.04,,,,66.3,66.18,-0.12,728580.0,721157.0,-7423.0
BEML Ltd,BEML,/company/BEML/consolidated/,2096.80,17464.04,Jun 2026,Mar 2026,,54.03,54.03,0.0,5.59,5.48,-0.11,18.71,19.4,0.69,,,,21.68,21.1,-0.58,200609.0,197269.0,-3340.0
AU Small Finance,AUBANK,/company/AUBANK/,1036.40,77789.91,Jun 2026,Mar 2026,,22.76,22.74,-0.02,37.27,35.98,-1.29,31.3,32.81,1.51,,,,8.67,8.47,-0.2,167443.0,162894.0,-4549.0
Gokaldas Exports,GOKEX,/company/GOKEX/consolidated/,695.05,5093.16,Jun 2026,Mar 2026,,9.15,9.15,0.0,19.85,14.46,-5.39,37.58,43.41,5.83,,,,33.42,32.98,-0.44,85609.0,80401.0,-5208.0
Sterlite Tech.,STLTECH,/company/STLTECH/consolidated/,839.55,43157.69,Jul 2026,Jun 2026,,44.52,42.29,-2.23,18.22,19.71,1.49,11.43,13.27,1.84,,,,25.82,24.74,-1.08,233593.0,235524.0,1931.0
Karur Vysya Bank,KARURVYSYA,/company/KARURVYSYA/,320.15,30944.17,Jun 2026,Mar 2026,,2.07,2.07,0.0,19.25,17.92,-1.33,39.26,41.22,1.96,0.02,0.01,-0.01,39.4,38.78,-0.62,272726.0,275908.0,3182.0
Poonawalla Fin,POONAWALLA,/company/POONAWALLA/consolidated/,471.90,41554.37,Jun 2026,Mar 2026,,63.93,59.02,-4.91,10.21,10.96,0.75,12.14,16.74,4.6,,,,13.15,12.75,-0.4,186863.0,190484.0,3621.0
T N Merc. Bank,TMB,/company/TMB/,883.75,13994.31,Jun 2026,Mar 2026,,,,,6.19,6.73,0.54,1.91,1.96,0.05,,,,91.91,91.32,-0.59,117065.0,117147.0,82.0
IRB Infra.Devl.,IRB,/company/IRB/consolidated/,17.98,21716.24,Jun 2026,Mar 2026,,30.79,30.81,0.02,43.84,43.87,0.03,10.02,10.14,0.12,0.01,0.01,0.0,15.32,15.17,-0.15,1531356.0,1525882.0,-5474.0
DCB Bank,DCBBANK,/company/DCBBANK/,218.58,7042.19,Jun 2026,Mar 2026,,16.23,16.22,-0.01,12.64,13.48,0.84,32.8,32.28,-0.52,,,,38.33,38.03,-0.3,181785.0,177116.0,-4669.0
Adani Green,ADANIGREEN,/company/ADANIGREEN/consolidated/,1304.00,214791.77,Jun 2026,Mar 2026,,62.44,62.43,-0.01,11.1,11.84,0.74,4.56,4.82,0.26,,,,21.92,20.9,-1.02,930970.0,799143.0,-131827.0
Anupam Rasayan,ANURAS,/company/ANURAS/consolidated/,1197.90,13638.07,Jun 2026,Mar 2026,,59.07,59.07,0.0,6.91,7.72,0.81,0.35,0.38,0.03,,,,33.65,32.82,-0.83,43475.0,42776.0,-699.0
Precision Camshf,PRECAM,/company/PRECAM/consolidated/,118.87,1129.10,Jun 2026,Mar 2026,,65.37,65.37,0.0,0.12,0.26,0.14,0.09,0.0,-0.09,,,,34.41,34.36,-0.05,60950.0,61240.0,290.0
Guj.Nat.Resour.,GNRL,/company/GNRL/consolidated/,98.42,1509.79,Jun 2026,Mar 2026,,2.31,1.93,-0.38,0.25,1.05,0.8,,,,,,,97.43,97.01,-0.42,15431.0,16338.0,907.0
Manali Petrochem,MANALIPETC,/company/MANALIPETC/consolidated/,84.87,1459.76,Jun 2026,Mar 2026,,44.87,44.87,0.0,0.37,0.38,0.01,0.01,0.01,0.0,,,,54.77,54.75,-0.02,148876.0,146235.0,-2641.0
Yatra Online,YATRA,/company/YATRA/consolidated/,108.82,1707.56,Jun 2026,Mar 2026,,62.66,62.66,0.0,4.25,4.95,0.7,11.84,11.28,-0.56,,,,21.24,21.11,-0.13,46825.0,49971.0,3146.0
NELCO,NELCO,/company/NELCO/consolidated/,1011.75,2308.81,Jun 2026,Mar 2026,,50.09,50.09,0.0,4.73,5.62,0.89,0.26,0.05,-0.21,0.25,0.25,0.0,44.67,43.99,-0.68,71660.0,69141.0,-2519.0
ICICI Bank,ICICIBANK,/company/ICICIBANK/consolidated/,1339.60,961578.77,Jun 2026,Mar 2026,,,,,34.48,33.79,-0.69,39.94,42.32,2.38,0.22,0.22,0.0,25.36,23.68,-1.68,2082901.0,2104810.0,21909.0
Tatva Chintan,TATVA,/company/TATVA/consolidated/,1744.20,4080.04,Jun 2026,Mar 2026,,72.02,72.02,0.0,3.81,3.93,0.12,2.99,3.11,0.12,,,,21.16,20.94,-0.22,66842.0,64921.0,-1921.0
G S F C,GSFC,/company/GSFC/consolidated/,152.19,6064.43,Jun 2026,Mar 2026,,37.84,37.84,0.0,12.35,12.36,0.01,7.3,7.32,0.02,5.65,5.65,0.0,36.83,36.82,-0.01,303830.0,298987.0,-4843.0
Nitco,NITCO,/company/NITCO/consolidated/,91.89,2210.56,Jul 2026,Jun 2026,,20.17,23.96,3.79,2.28,2.1,-0.18,0.62,0.59,-0.03,,,,76.94,73.35,-3.59,28351.0,28110.0,-241.0
Shoppers Stop,SHOPERSTOP,/company/SHOPERSTOP/consolidated/,392.50,4325.57,Jun 2026,Mar 2026,,66.06,66.06,0.0,2.06,1.92,-0.14,25.45,25.7,0.25,,,,6.44,6.34,-0.1,27006.0,26432.0,-574.0
Uflex,UFLEX,/company/UFLEX/consolidated/,648.15,4680.39,Jun 2026,Mar 2026,,44.58,44.58,0.0,9.2,10.03,0.83,0.52,0.59,0.07,,,,45.7,44.8,-0.9,42767.0,43889.0,1122.0
GOCL Corpn.,GOCLCORP,/company/GOCLCORP/consolidated/,411.05,2037.68,Jun 2026,Mar 2026,,67.82,67.82,0.0,5.08,5.34,0.26,1.26,1.34,0.08,0.3,0.3,0.0,25.55,25.19,-0.36,38139.0,35590.0,-2549.0
Kotak Mah. Bank,KOTAKBANK,/company/KOTAKBANK/consolidated/,412.65,410490.03,Jun 2026,Mar 2026,,25.87,25.87,0.0,26.4,25.21,-1.19,36.19,37.71,1.52,,,,11.54,11.2,-0.34,781448.0,784727.0,3279.0
Sanathan Textile,SANATHAN,/company/SANATHAN/consolidated/,471.30,3977.96,Jun 2026,Mar 2026,,78.58,78.58,0.0,1.58,1.47,-0.11,12.31,12.73,0.42,,,,7.54,7.23,-0.31,26483.0,24885.0,-1598.0
Aarti Industries,AARTIIND,/company/AARTIIND/consolidated/,496.00,17991.24,Jun 2026,Mar 2026,,42.09,41.82,-0.27,7.38,7.0,-0.38,20.12,21.11,0.99,0.01,0.01,0.0,30.39,30.08,-0.31,384210.0,370868.0,-13342.0
GYFTR,GYFTR,/company/GYFTR/consolidated/,168.50,1294.22,Jul 2026,Jun 2026,,50.08,50.08,0.0,5.1,5.1,0.0,4.41,4.43,0.02,,,,40.41,40.39,-0.02,6809.0,6802.0,-7.0
Piramal Finance.,PIRAMALFIN,/company/PIRAMALFIN/consolidated/,2206.70,52217.21,Aug 2026,Jun 2026,,46.16,44.22,-1.94,15.45,15.72,0.27,18.63,21.21,2.58,,,,19.54,18.64,-0.9,197926.0,195055.0,-2871.0
RHI Magnesita,RHIM,/company/RHIM/consolidated/,379.20,7830.53,Jun 2026,Mar 2026,,56.07,56.07,0.0,4.38,3.98,-0.4,13.46,14.34,0.88,,,,26.08,25.6,-0.48,64358.0,63783.0,-575.0
Equitas Sma. Fin,EQUITASBNK,/company/EQUITASBNK/,72.91,8341.83,Jun 2026,Mar 2026,,,,,14.74,15.7,0.96,50.87,51.25,0.38,,,,34.38,33.04,-1.34,385971.0,369493.0,-16478.0
